id,english,arabic,french,german,uri,description,image_uri_remote,vt,uatv
62162,snail mail,بَرِيدُ الْحَلَزُون,courrier escargot,normale Post,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62162,مصطلح يشير إلى البريد العادي التقليدي بالنظر إلى بطئه بالنسبة إلى البريد الإلكتروني,,False,True
62163,software,بَرْمَجِيَّة,logiciel,Software,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62163,هذه الكلمة تعني برنامجا أو مجموعة برامج تشكل وحدة مستقلة. وهناك نوعان من البرمجيات: البرمجيات المخصصة للنظام، والبرمجيات المخصصة للمستعمل والتي نسميها 'التطبيقات' (مثل معالجة نصّ),,False,True
62164,software development kit,طَقْمُ تَطْوِيرِ الْبَرْمَجِيَّات,kit de développement de logiciels,Software Development Kit,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62164,مجموعة من الأدوات البرمجية تساعد على تطوير البرمجيات التطبيقية وتضم عادة برامج أساسية تغني المطور عن إعادة كتابتهاعُدَّة تَطْوِيرِ الْبَرْمَجِيَّات (المرادف العربي),,False,True
62165,software house,شَرِكَةُ بَرْمَجِيَّأت,société de services,Softwarehaus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62165,مؤسسة أو مقاولة تقوم بإنتاج البرمجيات التطبيقية لصالح مستعملين في ميادين خاصة,,False,True
62166,software package,بَرْمَجِيَّةٌ جَاهِزَة,progiciel,Softwarepaket,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62166,مجموعة برامج تعمل على أنواع المعطيات نفسها وتقوم بوظائف محددة وتقتنى كوحدة متكاملة,,False,True
62167,sort,فَرْز,tri,sortieren,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62167,ترتيب مجموعة معطيات لها ارتباط بمفتاح فرز ، محدّد مسبقا، داخل قاعدة معطيات، يمكنه أن يكون ألفبائيا أو رقميا,,False,True
62168,sort algorithm,خَوَارِزْمِيِّةُ الْفَرْز,algorithme de tri,Sortieralgorithmus,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62168,خوارزمية تمكن من فرز المعطيات حسب معايير محددة، وتتعلق قوة خوارزمية الفرز بعدد المعطيات المراد فرزها,,False,True
62169,sort control field,حَقْلُ التَّحَكُّم فِي الْفَرْز,zone de tri,Sortiersteuerungsfeld,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62169,حقل التسجيلة الذي يتم على أساسه إجراء عملية الفرز في ملف,,False,True
62170,sorting method,طَرِيقَةُ الفَرْز,méthode de tri,Sortiermethode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62170,طريقة تمكن من فرز المعطيات حسب معايير محددة وذلك لوضع خوارزمية الفرز,,False,True
62171,source,مَصْدَر,source,Quelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62171,الشفرة التي يجب  أن تحول إلى برنامج قابل للتنفيذ بواسطة ترجام أو مؤوِّل. وفي ميدان الاتصال، يشير إلى الحاسوب الذي يبث المعطيات,,False,True
62172,source code,شَفْرَةٌ مَصْدَر,code source,Quellcode,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62172,شفرة مكتوبة في لغة مجمعة أو ذات مستوى عال والتي، عندما تجمع أو تترجم أو تؤوّل، تمكن من الحصول على برنامج قابل للتنفيذ,,False,True
62173,source document,وَثِيقَةٌ مَصْدَرٌ,document source,Quelldokument,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62173,وثيقة تحتوي على شفرة مصدر لبرنامج,,False,True
62174,source program,بَرنَامَجٌ مَصْدَرٌ,programme source,Quellprogramm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62174,برنامج مكتوب بلغة الآلة أو إحدى لغات البرمجة غير قابل للتنفيذ إلا بعد ترجمته أو تجميعه أو تأويله، وذلك حسب لغة البرمجة المستعملة,,False,True
62175,space,فُسْحَة,espace,Leerzeichen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62175,في الطباعة، بياض موضوع بين الحروف أو الكلمات,,False,True
62176,special character,مِحْرَفٌ خَاصّ,caractère spécial,Sonderzeichen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62176,محرف ليس رقما أو حرفا (أو حركة بالنسبة إلى العربية) أو محرف مراقبة، وتعتبر محارف الوقف مثل : ؟ ! . محارف خاصة، وكذلك رموز العمليات الرياضية,,False,True
62177,specification,مُوَاصَفَة,spécification,Spezifikation,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62177,تحدّد بالنسبة إلى نظام أو برمجية ما يجب أن يفعله (عند الاقتضاء ما لا يجب أن يفعله),,False,True
62178,speech processing,مُعَالَجَةُ الْكَلام,traitement de la parole,Sprachverarbeitung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62178,معالجة معطيات صوتية وليس معطيات في شكل حروف وأرقام أو رسوم,,False,True
62179,speech recognition,تَعَرُّفٌ عَلَى الْكَلام,reconnaissance de la parole,Spracherkennung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62179,ومن استعمالاته العملية إمكانية توجيه تعليمات شفوية إلى الحاسوب بلغة طبيعية,,False,True
62180,speech synthesizer,مُوَلِّفُ الْكَلام,synthétiseur de la parole,Sprachgenerator,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62180,جهاز كهروبي قادر على خلق أصوات. وبواسطة برمجية مناسبة، يمكن للحاسوب أن يصبح محطة لتوليف الكلام,,False,True
62181,spellcheck,تَدْقِيقٌ إِمْلائِيّ,vérification orthographique,Rechtschreibprüfung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62181,وظيفة توفرها مختلف أنظمة معالجة النصوص تقوم بالمراجعة الإملائية للنصوص على أساس قواميس مخزنة مسبقا,,False,True
62182,speller,مُدَقِّق إمْلائيّ,vérificateur orthographique,Buchstabierer,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62182,برنامج يدخل في أدوات برمجيات معالجة النصوص يراقب كتابة الكلمات بمقارنتها مع قاموس مخزن,,False,True
62183,spool (simultaneous peripheral operations on line),أسْبُول,spool,spoolen,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62183,يتعلق الأمر بطريقة تمكن من تنفيذ برنامج بينما يوجد محيطي تحت إمرة برنامج آخر,,False,True
62184,spooler,مُدَبِّرُ صَفِّ الانْتِظَار,spouleur,Spooler,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62184,برنامج يوقف  أشغال الطبع ويخزنها في صفّ الانتظار قبل إرسالها إلى الطابعة,,False,True
62185,spread sheet,مُجَدْول,tableur,Kalkulationstabelle,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62185,برمجية حساب ودراسات رقمية وتقديم وتمثيل رسوميّ للأرقام، منظّم على شكل صفحات تسمى ورقات الحساب، تشتمل على أعمدة وسطور تحدّد الخلايا التي يكتب فيها المستعمل الأرقام والصّيغ والعناوين,,False,True
62186,square brackets,مَعْقُوفَتَان,crochets,eckige Klammern,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62186,(العلامتان: [ ]),,False,True
62187,stack safeguard,حِفْظٌ بِبَطَّارِيَّة,sauvegarde par pile,Stackschutz,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62187,ضمان تشغيل نظام حاسوبي ما بواسطة بطارية عند وضعه خارج التيار الكهربائي,,False,True
62188,stand-alone system,نِظَامٌ مُسْتَقِلّ,système autonome,eigenständiges System,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62188,نظام حاسوب ليس مرتبطا بشبكة أو موديم خارجي والذي يمكنه أن يشتغل وحده,,False,True
62189,standard,مُوَاصَفَة,norme,Norm,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62189,مجموعة من المعايير المعترف بها بهدف تحسين استعمال الحواسيب والأنظمة والبرمجيات وكذا تبادل المعطياتمِعْيَار (المرادف العربي),,False,True
62190,standardization,تَنْمِيط,standardisation,Standardisierung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62190,تطبيق المعايير من أجل تخفيض الكلفة أو تسهيل الاستعمال,,False,True
62191,star,نَجْمَةٌ,étoile,Stern,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62191,(العلامة * ),,False,True
62192,star network,شَبَكَةٌ نَجْمِيَّة,réseau en étoile,Sternnetzwerk,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62192,طوبولوجية شبكة حيث كل عقدة مرتبطة بوحدة مركزية. كلّ اتصال بين عقدتين يمر إجباريا عبر هذه الوحدة المركزية التي تصلح كمبدّل. في حالة عطب 'المبدّل'، كل الشبكة تتعطّل,,False,True
62193,start,انْطِلاق,démarrage,Start,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62193,عملية الشروع في تشغيل نظام ما أو برمجية أو برنامجإِطْلاق (المرادف العربي),,False,True
62194,start up,شُرُوع,amorçage ( programme de boot),starten,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62194,برنامج يكون الجزء الأول من نظام التشغيل، يشحن عندما ينهي النظام الأساسي للدخل/الخرج مراقباته.,,False,True
62195,statement,تَعْلِيمَة,instruction,Anweisung,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62195,سلسلة محارف تعبر في إحدى لغات البرمجة عن أمر ينفذ على معطيات للخروج بنتيجة قد تصبح أيضا معطاة تطبق على تعليمة أخرى,,False,True
62196,station,مَحَطَّة,poste,Station,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62196,نظام يمكن أن يكون موصولا بشبكة، وُضع للإجابة على طلب خاصجِهَاز (المرادف العربي),,False,True
62197,stop list,قَائِمَةُ كَلِمَاتٍ مُفْرَغَة,liste des mots vides,Stoppliste,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62197,مجموع الكلمات التي توجد في نص أو قاعدة معطيات ولكنها لا تحمل معلومات مفيدة من الناحية التوثيقية، مثل أدوات العطف والتعريف في اللغة العربية,,False,True
62198,storage capacity,وُسْعُ التَّخْزِينِ,capacité de stockage,Speicherkapazität,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62198,أكبر حجم من المعطيات يمكن أن تخزنه ذاكرة ما,,False,True
62199,storage medium,وَسِيطُ تَخْزِين,support de mémoire,Speichermedium,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62199,كل أنواع الذاكرة الخارجية التي يمكن أن تخزن فيها المعطيات مثل القرص والقريص والقرص المدمج,,False,True
62200,store,تَخْزِين,stocker,speichern,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62200,تخزين معطيات أو ملفات معناه تسجيلها بصفة مؤقتة أو نهائية في ذاكرة العمل أو فوق سناد معطيات. وهي مرحلة ضرورية لكل معالجة لاحقة لهذه المعطيات,,False,True
62201,stream,تدفُّق,flux,Datenstrom,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62201,كمية مقدار سلمي أو متجهي  تعبر خلال وحدة من الزمن مساحة معينة,,False,True
62202,streamer,دَفَّاقَةٌ,streamer (dérouleur de bandes),Bandlaufwerk,http://www.arabterm.org/index.php?id=40&L=1&tx_3m5techdict_pi1[id]=62202,شريط مغناطيسي يستعمل خصوصا لإنجاز حفظ سريع للقرص الصلب,,False,True
