term_id,term,term_url,ar,de,en,es,fr,it,ja,no,pl,pt,ru,zh
426-25-08,"volume resistivity, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-08,"مقاومة نوعية حجمية, الأجواء المتفجرة","spezifischer Durchgangswiderstand, <für explosionsfähige Atmosphären> m","volume resistivity, <for explosive atmospheres>","resistividad volumétrica, f","résistivité transversale, <pour atmosphères explosives> f","resistività volumetrica, <per atmosfere esplosive>","体積低効率, <爆発性雰囲気の>","volumresistivitet,","rezystywność objętościowa, <dotyczy atmosfer wybuchowych> f","resistividade volúmica, <para atmosferas explosivas>",удельное объёмное электрическое сопротивление,"体积电阻率, <爆炸性环境>"
426-25-09,"conductivity, <for explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-09,"موصلية حجمية, الأجواء المتفجرة","Leitfähigkeit, <für explosionsfähige Atmosphären> f","conductivity, <for explosive atmospheres>","conductividad, f","conductivité, <pour atmosphères explosives> f","conduttività, <per atmosfere esplosive>","伝導率, <爆発性雰囲気の>","ledningsevne,","przewodność, <dotyczy atmosfer wybuchowych> f","condutividade, <para atmosferas explosivas>",удельная электропроводность,"电导率, <爆炸性环境>"
426-25-10,relaxation time,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-10,زمن الارتخاء,"Relaxationszeit, f",relaxation time,"tiempo de relajación, m","temps de relaxation, m",tempo di rilascio,緩和時間,relaksasjonstid,"czas relaksacji, m",tempo de relaxação,время отдыха,释放时间
426-25-11,electrostatic shock,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-11,صدمة بشحنة ساكنة,"elektrostatischer Schlag, m",electrostatic shock,"choque electrostático, m","choc électrostatique, m",shock elettrostatico,静電気ショック,elektrostatisk sjokk,"porażenie elektrostatyczne, n",choque eletrostático,электростатический разряд,静电电击
426-25-12,multiphase liquid,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-12,سائل متعدد الاطوار,"mehrphasige Flüssigkeit, f",multiphase liquid,"líquido multifase, m","liquide multiphase, m",liquido multifase,多相液体,flerfase væske,"ciecz wielofazowa, f",líquido multifásico,разнофазная жидкость,多相液体
426-25-13,"contaminated liquid, <electrostatics>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-13,"سائل ملوث, كهرباء ساكنة","kontaminierte Flüssigkeit, <Elektrostatik> f","contaminated liquid, <electrostatics>","líquido contaminado, m","liquide contaminé, <électrostatique> m","liquido contaminato, <elettrostatica>","汚染液体, <静電気>","forurenset væske,","ciecz zanieczyszczona, <elektrostatyka> f","líquido contaminado, <eletrostático>",загрязненная жидкость,"被污染的液体, <静电>"
426-25-14,"conductor, <electrostatics>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-14,"موصل للشحنة, كهرباء ساكنة","elektrostatischer Leiter, m","conductor, <electrostatics>","conductor, m","conducteur, <électrostatique> m","conduttore, <elettrostatica>","導体, <静電気>","leder,","przewodnik, <elektrostatyka> m","condutor, <eletrostático>",проводник,"导体, <静电>"
426-25-15,conductive footware,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-15,حذاء موصل للشحنة,"leitfähiges Schuhwerk, n",conductive footware,"calzado conductor, m","chaussures conductrices, pl f",calzature conduttrici,導電安全靴,ledende fottøy,"obuwie przewodzące, n",calçado condutor,проводящая обувь,导电鞋
426-25-16,dissipative footware,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-16,حذاء مبدد للشحنة,"ableitfähiges Schuhwerk, n",dissipative footware,"calzado disipativo, m","chaussures dissipatives, pl f",calzature dissipative,静電気保護靴,dissipativt fottøy,"obuwie rozpraszające, n",calçado dissipativo,диэлектрическая обувь,耗散鞋
426-25-17,dissipative clothing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-25-17,لباس مبدد للشحنة,"ableitfähige Kleidung, f",dissipative clothing,"ropa disipativa, f","vêtements dissipatifs, m pl",vestiario dissipativo,静電気保護服,dissipativ bekledning,"odzież rozpraszająca, f",vestuário dissipativo,диэлектрическая одежда,耗散服
426-26-01,"special protection ""s""",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-26-01,"درجة حماية خاصةرمز""s""","Sonderschutz ""s"", m","special protection ""s""","protección especial ""s"", f","protection spéciale ""s"", f","modo di protezione speciale ""s""","特殊防爆構造 ""s""","spesiell beskyttelse ""s""","budowa specjalna ""s"", f","proteção especial ""s""","специальная защита типа ""s""",特殊型“s”
426-26-02,independent verifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-26-02,مراجع محايد,"unabhängiger Prüfer, m",independent verifier,"verificador independiente, m","vérificateur indépendant, m",verificatore indipendente,独立検証者,uavhengig kontrollør,"niezależny weryfikator, m",verificador independente,независимое поверочное устройство,独立检验机构
426-27-01,"manufacturer, <explosive atmospheres>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-01,"مصنع, الأجواء المتفجرة","Hersteller, <explosionsfähige Atmosphären> m","manufacturer, <explosive atmospheres>","fabricante, m","fabricant, <atmosphères explosives> m","costruttore, <atmosfere esplosive>","製造者, <爆発性雰囲気>","fabrikant,","producent, <atmosfery wybuchowe> m","fabricante, <atmosferas explosivas>",изготовитель,"制造商, <爆炸性环境>"
426-27-02,contract,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-02,عقد,"Vertrag, m",contract,"contrato, m","contrat, m",contratto,収縮,kontrakt,"umowa, f",contrato,договор,合同
426-27-03,customer complaint,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-03,شكوى العميل,"Kundenbeschwerde, f",customer complaint,"reclamación del cliente, f","réclamation du client, f",reclamo del cliente,顧客のクレーム,kundeklage,"skarga klienta, f",reclamação de cliente,претензия клиента,顾客投诉
426-27-04,"product, <Ex Equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-04,"منتج, معدة كهربية فى الأجواء المتفجرة","Produkt, <Ex-Gerät> n","product, <Ex Equipment>","producto, m","produit, <Matériel Ex> m","prodotto, <apparecchiatura Ex>","製品, <Ex装置>","produkt,","wyrób, <urządzenie Ex> m","produto, <equipamento Ex>",изделие,"产品, <Ex设备>"
426-27-05,protective system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-05,نظام محمى,"Schutzsystem, n",protective system,"sistema de protección, m","système de protection, m",sistema di protezione,保護システム,beskyttelsessystem,"system ochronny, m",sistema de proteção,защитная система,防护系统
426-27-06,technical documentation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-06,وثيقة فنية,"technische Unterlagen, pl",technical documentation,"documentación técnica, f","documentation technique, f",documentazione tecnica,技術文書,teknisk dokumentasjon,"dokumentacja techniczna, f",documentação técnica,техническая документация,技术文件
426-27-07,manufacturer's documentation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-07,وثائق المصنع,"Herstellerunterlagen, pl",manufacturer's documentation,"documentación del fabricante, f","documentation du fabricant, f",documentazione del costruttore,製造者の文書,fabrikantens dokumentasjon,"dokumentacja producenta, f",documentação do fabricante,документация на изготовление,制造商文件
426-27-08,body responsible for verification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-27-08,الهيئة المسئولة عن المراجعة,"verantwortliche Stelle für die Überwachung, f",body responsible for verification,"organismo responsable de la verificación, m","organisme responsable de la vérification, m",organismo responsabile per la verifica,検証の責任組織,organ som er ansvarlig for verifisering,"jednostka odpowiedzialna za weryfikację, f",organismo responsável para verificação,"орган, ответственный за проверку",负责验证的机构
426-28-01,effective ignition source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-01,مصدر اشعال فعال,"wirksame Zündquelle, f",effective ignition source,"fuente de inflamación efectiva, f","source efficace d'inflammation, f",sorgente efficace di innesco,有効発火源,effektiv tennkilde,"efektywne źródło zapłonu, n",verificação,действующий источник возгорания,有效点燃源
426-28-02,equipment-related ignition source,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-02,مصدر اشعال مرتبط بالمعدة,"gerätebezogene Zündquelle, f",equipment-related ignition source,"fuente de inflamación relacionada con el equipo, f","source d'inflammation liée au matériel, f",sorgenti di innesco relativa ad un'apparecchiatura,装置に関係する発火源,utstyrsrelatert tennkilde,"źródło zapłonu związane z urządzeniem, n",fonte de ignição relacionada com o equipamento,"источник возгорания, связанный с оборудованием",设备相关点燃源
426-28-03,"malfunction, <non-electrical equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-03,"خطا وظيفى, معدة غيركهربية","Fehlfunktion, <nichtelektrisches Gerät> f","malfunction, <non-electrical equipment>","avería, f","dysfonctionnement, <matériel non électrique> m","malfunzionamento, <apparecchiatura non elettrica>","機能不全, <非電気装置>","funksjonsfeil,","wadliwe działanie, n","disfuncionamento, <equipamento não-elétrico>",неисправность,"故障, <非电气设备>"
426-28-04,maximum possible potential energy,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-04,اقصى طاقة وضع ممكنة,"maximal mögliche potentielle Energie, f",maximum possible potential energy,"máxima energía potencial posible, f","énergie potentielle maximale possible, f",massima energia potenziale possibile,最大潜在エネルギ,maksimal mulig potensiell energi,"maksymalna możliwa energia potencjalna, f",energia potencial máxima possível,максимально возможная потенциальная энергия,最大可能势能
426-28-05,"maximum surface temperature, <non-electrical equipment>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-05,"اقصى درجة حرارة سطحية, معدة غيركهربية","maximale Oberflächentemperatur, <nichtelektrisches Gerät> f","maximum surface temperature, <non-electrical equipment>","temperatura superifical máxima, f","température maximale de surface, <matériel non électrique> f","massima temperatura superficiale, <apparecchiatura non elettrica>","最高表面温度, <非電気装置>","maksimal overflatetemperatur,","maksymalna temperatura powierzchni, <urządzenia nieelektryczne> f","temperatura superficial máxima, <equipamento não-elétrico>",максимальная температура поверхности,"最高表面温度, <非电气设备>"
426-28-06,non-electrical equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=426-28-06,معدة غيركهربية,"nichtelektrisches Gerät, n",non-electrical equipment,"equipo no eléctrico, m","matériel non électrique, m",apparecchiatura non elettrica,非電気装置,ikke-elektrisk utstyr,"urządzenie nieelektryczne, n",equipamento não-elétrico,неэлектрическое оборудование,非电气设备
