term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sr,sv,zh
411-52-27,hunting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-27,تذبذبتأرجح,"Drehzahlschwankung, f",hunting,penduleo,huojunta,"pompage, m",pendolamento,乱調,난조,kołysanie,pendulação,kolebanje,колебање,,振荡
411-52-28,phase swinging,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-28,تأرجح طوريتذبذب بندولي,"Polradpendelung, f",phase swinging,oscilaciones pendulares,jaksollinen huojunta,"oscillations pendulaires, f pl",oscillazioni pendolari,相差角動揺,위상 진동,kołysanie w stanie synchronizmu,oscilações pendulares,nihanje polovega kolesa,њихање синхроне машине,,相角摆动
411-52-29,exciter response,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-29,استجابة مستثيرتجاوب مستثير,"Erregungsgeschwindigkeit, f",exciter response,rapidez de respuesta de una excitatriz,magnetointikoneen jännitteen muutosnopeus,"rapidité de réponse d'une excitatrice, f",velocità di risposta di una eccitatrice,励磁機速応度,여자기 응답,szybkość zmiany napięcia wzbudnicy,velocidade de resposta de uma excitatriz,odziv vzbujalnika,брзина одзива побудне машине,,励磁机响应
411-52-30,voltage build-up,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-30,تنامى الجهدتزايد الجهد,"Auferregung, f",voltage build-up,cebado en tensíon,jännitteen herääminen,"amorçage en tension, m",innesco (autoeccitazione),電圧確立,전압 확립,wytworzenie napięcia,excitação espontânea,samovzbujanje,успостављање напона,,建压
411-52-31,impedance drop,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-31,هبوط الجهد بالمعاوقةهبوط بالمعاوقة,"innerer Spannungsabfall, m",impedance drop,caída de tensión interna,sisäinen jännitehäviö,"chute de tension interne, f",caduta di tensione interna,インピーダンス降下,임피던스 강하,spadek napięcia na impedancji wewnętrznej,queda de tensão interna,notranji padec napetosti,пад напона,,阻抗压降
411-52-32,current pulsation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-32,نبض التيار,"Strom-Ungleichförmigkeitsgrad, mStrom-Ungleichförmigkeit, f",current pulsation,pulsación de intensidad,virran sykkeisyys,"pulsation de courant, f",pulsazione di corrente,電流脈動,전류 맥동,pulsowanie prądu,pulsação de corrente,pulzacija toka,пулсација струје,,电流脉动
411-52-33,regulation (of a generator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-33,تنظيم الجهد (للمولد),"Spannungsänderung (eines Generators), f",regulation (of a generator),variación de tensión (de un generador),generaattorin jännitteen muutos,"variation de tension (d'une génératrice), f",variazione di tensione (di un generatore),発電機の電圧変動電圧変動率,"변동률, <발전기>",zmienność napięcia  (prądnicy),variação de tensão (de um gerador),sprememba napetosti (generatorja),промена напона (генератора),,"电压调整率, <发电机的>"
411-52-34,regulation (of a motor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-34,تنظيم سرعة المحرك,"Drehzahländerung (eines Motors), f",regulation (of a motor),variación de velocidad (de un motor),moottorin nopeuden muutos,"variation de vitesse (d'un moteur), f",variazione di velocità (di un motore),電動機の速度変動速度変動率,"변동률, <전동기>",zmienność prędkości  (silnika),variação de velocidade (de um motor),sprememba hitrosti (motorja),промена брзине (мотора),,"转速调整率, <发电机的>"
411-52-35,inherent regulation (of a generator),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-35,تنظيم متأصل لجهد المولد,"Spannungsänderung bei konstanter Drehzahl (eines Generators), f",inherent regulation (of a generator),variación propia de tensión (de un generador),generaattorin oma jännitteen muutos,"variation propre de tension (d'une génératrice), f",variazione intrinseca di tensione (di un generatore),発電機の固有電圧変動固有電圧変動率,"고유 변동률, <발전기>",zmienność napięcia naturalna  (prądnicy),variação intrínseca de tensão (de um gerador),lastna sprememba napetosti (generatorja),својствена промена напона (генератора)природна промена напона (генератора),,"固有电压调整率, <发电机的>"
411-52-36,inherent regulation (of a motor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-36,تنظيم متأصل للمحرك,"Drehzahländerung bei konstanter Spannung und Frequenz (eines Motors), f",inherent regulation (of a motor),variación propia de velocidad (de un motor),moottorin oma nopeuden muutos,"variation propre de vitesse (d'un moteur), f",variazione intrinseca di velocità (di un motore),電動機の固有速度変動固有速度変動率,"고유 변동률, <전동기>",zmienność prędkości naturalna  (silnika),variação intrínseca de velocidade (de um motor),lastna sprememba hitrosti (motorja),својствена промена брзине (мотора),,"固有转速调整率, <发电机的>"
411-52-37,compounding characteristic,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-37,خاصية مركبة,"Compoundierungskennlinie, f",compounding characteristic,característica compuesta,kompoundikäyrä,"caractéristique de compoundage, f",caratteristica di compoundaggio,複巻特性,복권 특성,charakterystyka maszyny z dowzbudzeniem szeregowym,característica de compoundagem,kompaundna karakteristika,компаундна карактеристика,,复励特性
411-52-38,neutral zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-38,منطقة تعادل,"neutrale Zone, f",neutral zone,zona neutra,neutraalivyöhyke,"zone neutre, f",zona neutra,中性帯,중성 구역,strefa neutralnastrefa obojętna,zona neutra,nevtralna cona,неутрална зона,,中性区
411-52-39,black band,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-39,نطاق أسودنطاق مظلم,"Kommutierungs-Grenzkurvenbereich, m",black band,banda negra,kipinöimätön kommutointialue,"bande noire, f",banda nera,無火花帯,무화화 대,obszar komutacji beziskrowejstrefa komutacji beziskrowej,banda negra,pas črne komutaciječrni pas,тамна зона,,无火花换向区
411-52-40,pole slipping,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-40,انزلاق القطب,"Polschlüpfen, n",pole slipping,deslizamiento de polo,napajakojättö,"glissement de pôle, m",scorrimento di un passo polare,磁極滑り,자극 슬리핑,przeskok biegunów,escorregamento de um passo polardeslizamento de um passo polar,polov preskok,клизање пола,,极距滑动
411-52-41,single-phasing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-41,تشغيل بطور واحد,"einphasiger Betrieb, m",single-phasing,marcha en monofásico,yksivaihekäynti,"marche en monophasé, f",marcia in monofase,単相運転,단상 운전,praca jednofazowa,marcha em monofásico,enofazno obratovanje,једнофазни рад,,单相运行
411-52-42,inching,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-42,تحرّك ببطء,"elektrisches Drehen, n",inching,viraje (eléctrico),nyintä,"virage (électrique), m",viraggio (elettrico),寸動,촌동,obracanie,viragem (eléctrica),koračenje,електрично закретање ротора,,渐动
411-52-43,crawling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-43,زحف,"Schleichen (einer Synchron- oder Asynchronmaschine), n",crawling,arrastre,ryömintä,"rampage, m",rotazione lenta subsincrona,クローリング,차동기 운전,pełzanie,arrastamentorotação lenta subsíncrona,plazenje,пузање,,蠕行
411-52-44,creeping (of a DC motor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-44,زحف (لمحرك ذو تيار مستمر),"Schleichen (eines Gleichstrommotors), n",creeping (of a DC motor),arrastre (de un motor de c.c.),remanenssiryömintä,"rampage (d'un moteur à courant continu), m",rotazione lenta per magnetismo residuo,直流電動機クリーピングクリーピング,"잠동, <직류 전동기>",samobieg  (silnika prądu stałego),rotação lenta por magnetismo residual,lezenje (enosmernega motorja),пузање (мотора једносмерне струје),,"爬行, <直流电动机的>"
411-52-45,electromagnetic braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-45,كبح كهرمغنطيسي,"mechanische Magnetbremsung, f",electromagnetic braking,frenado electromagnético,sähkömagneettijarrutus,"freinage électromagnétique, m",frenatura elettromagnetica,電磁制動,전자 제동,hamowanie elektromagnetycznehamowanie za pomocą elektromagnesu,frenagem electromagnéticatravagem electromagnética,zaviranje z elektromagnetom,електромагнетско кочење,,电磁制动
411-52-46,electric braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-46,كبح كهربائي,"elektrische Bremsung, f",electric braking,frenado eléctrico,sähköjarrutus,"freinage électrique, m",frenatura elettrica,電気制動,전기 제동,hamowanie elektryczne,frenagem eléctricatravagem eléctrica,električno zaviranje,електрично кочење,,电制动
411-52-47,dynamic braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-47,كبح ديناميكيكبح حركي,"Widerstandsbremsung, f",dynamic braking,frenado reostático,vastusjarrutus,"freinage rhéostatique, m",frenatura reostatica (dinamica),発電制動,다이내믹 제동발전 제동디비,hamowanie dynamiczne,frenagem reostáticatravagem reostática,uporovno zaviranje,динамичко кочење,,能耗制动
411-52-48,capacitor braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-48,كبح بواسطة مكثف,"Kondensatorbremsung, f",capacitor braking,frenado por condensador,kondensaattorijarrutus,"freinage par condensateur, m",frenatura con condensatori,コンデンサ制動,커패시터 제동,hamowanie kondensatorowe maszyny indukcyjnej,frenagem por condensadortravagem por capacitortravagem por condensador,kondenzatorsko zaviranje,капацитивно кочење,,电容器制动
411-52-49,DC injection braking,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=411-52-49,كبح عن طريق حقن تيار مستمر,"Gleichstrombremsung, f",DC injection brakingDC braking  (US),frenado por inyección de corriente continua,tasavirtajarrutus,"freinage par injection de courant continu, m",frenatura con corrente continua,直流制動,직류 주입 제동,hamowanie dynamiczne maszyny indukcyjnej,frenagem por injecção de corrente contínuatravagem por injecção de corrente contínua,enosmerno zaviranje zaviranje z enosmernim tokom,кочење једносмерном струјом,,直流制动
