term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,sv,zh
713-11-16,video-frequency signal-to-interference ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-16,نسبة الإشارة إلى التداخل في التردد المرئي,videofrekvenční odstup signálu od rušení,"Videofrequenz-Störabstand, m",video-frequency signal-to-interference ratio,relación de señal/interferencia de videofrecuencia,videotaajuinen signaali-häiriösuhde,"rapport signal sur brouillage en vidéofréquence, mrapport signal/brouillage VF, m",rapporto segnale-interferenza a video-frequenza,ビデオ周波信号対混信比,영상 주파수 신호 대 간섭비,stosunek sygnału wizyjnego do interferencji.,relação sinal/interferência em videofrequênciarelação sinal/interferência VF,videosignal-interferensförhållande,视频信号干扰比
713-11-17,video-frequency protection ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-17,نسبة الحماية في التردد المرئي,videofrekvenční ochranný poměr,"Videofrequenz-Schutzabstand, m",video-frequency protection ratio,relación de protección de videofrecuencia,videotaajuinen suojaussuhde,"rapport de protection en vidéofréquence, mrapport de protection VF, m",rapporto di protezione a videofrequenza,ビデオ周波混信保護比ビデオ周波保護比,영상 주파수 보호비,współczynnik ochronny dla częstotliwości wizyjnych,relação de protecção em videofrequênciarelação de protecção VF,erforderligt videosignal-interferens-förhållande,视频保护比
713-11-18,protection margin,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-18,حد الحماية,ochranné rozpětí,"Abstandsreserve, f",protection margin,margen de protección,suojausvara,"marge de protection, f",margine di protezione,混信保護余裕保護余裕,보호 여유,margines ochronny,margem de protecção,skyddsmarginal,保护裕量
713-11-19,signal-to-noise ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-19,نسبة الإشارة إلى الشوشرة,poměr signálu k šumu,"Signal-Geräusch-Abstand, mSignal-Geräusch-Verhältnis, nSignal-Rausch-Abstand, mSignal-Rausch-Verhältnis, n",signal-to-noise ratiosignal/noise ratio,relación señal/ruido S/N (símbolo),signaalikohinasuhde,"rapport signal sur bruit, mrapport signal/bruit, m",rapporto segnale/rumoreS/N (simbolo),"信号対雑音比SN比S/N, （記号）",신호 대 잡음 비에스엔 비,stosunek sygnału do szumu,relação sinal/ruído,signal-brusförhållande,信噪比
713-11-20,carrier-to-interference ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-20,نسبة الموجة الحاملة إلى التداخل,odstup nosné od rušení,"Träger-Störsignal-Abstand, mTräger-Interferenz-Verhältnis, n",carrier-to-interference ratio,relación portadora/interferencia C/I (símbolo),kantoaalto-häiriösuhde,"rapport porteuse sur brouillage, m",rapporto portante-interferente C/I (simbolo),"搬送波対混信比C/I, （記号）",반송파 대 간섭비,stosunek nośnej do interferencji,relação portadora/interferência,bärvåg-interferensförhållande,载波干扰比
713-11-21,carrier-to-noise ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-21,نسبة الموجة الحاملة إلي الشوشرة,poměr nosné k šumu,"Träger-Geräusch-Abstand, mTräger-Geräusch-Verhältnis, nTräger-Rausch-Abstand, mTräger-Rausch-Verhältnis, n",carrier-to-noise ratio,relación portadora/ruido C/R (símbolo),kantoaalto-kohinasuhde,"rapport porteuse sur bruit, m",C/N (simbolo)rapporto portante-rumore,"搬送波対雑音比C/N, （記号）",반송파 대 잡음비,stosunek nośnej do szumu,relação portadora/ruído,bärvåg-brusförhållande,载噪比
713-11-22,bit energy to noise spectral density ratio,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-22,نسبة طاقة بت إلى الكثافة الطيفية للشوشرة,odstup energie bitu od spektrální hustoty šumu,"Bitenergie-Geräuschleistungsdichte-Verhältnis, n",bit energy to noise spectral density ratio,Eb/N0 (símbolo)relación de energía por dígito/densidad espectral de ruido,bitin energian ja kohinatehotiheyden suhde,"rapport énergie par bit sur densité spectrale de bruit, m",rapporto energia per bit rispetto alla densità spettrale di rumore E/N (simbolo),ビットエネルギー対雑音スペクトル密度比,비트 에너지 대 잡음 스펙트럼 밀도비,"stosunek energii na bit do gęstości widmowej, m",relação entre energia por bit e densidade espectral de ruídorelação energia por bit pela densidade espectral,signal-brusförhållande per bit,比特能量与噪声谱密度比
713-11-23,jamming,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-23,تشويش,záměrné rušeníúmyslné rušení,"Störsendung, f",jamming,interferencia intencionada,häirintähäirintälähete,"brouillage intentionnel, m",disturbo intenzionale,妨害,전파교란재밍,zagłuszanie,interferência intencional,aktiv störsändning,人为干扰
713-11-24,atmospheric noise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-24,ضوضاء جوية,atmosférický šum,"atmosphärisches Rauschen, n",atmospheric noise,ruido atmosférico,ilmakehän kohina,"bruit atmosphérique, m",rumore atmosferico,大気雑音,대기 잡음,szum atmosferyczny,ruído atmosférico,atmosfäriskt brus,大气噪声
713-11-25,atmospherics,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-25,ظواهر جوية كهربائية,atmosférické poruchy,"atmosphärische Störungen, f, plGewitterstörungen, f, pl",atmospherics,atmosféricos,ilmakehän häiriöilmiöt,"atmosphériques, adj",atmosferici,空電,공전,trzaski (powodowane wyładowaniami atmosferycznymi),atmosféricos,atmosfäriskt impulsbrus,天电
713-11-26,whistler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-26,صافر,hvizdy,"Pfeifen, n",whistler,pitido (natural),vihellys,sifflement (naturel) m,fischio,笛音,휘파람 소리 잡음휘슬러,gwizdanie,assobio (natural),visslare,啸声
713-11-27,cosmic noise,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-27,ضوضاء كونية,kosmický šum,"kosmisches Rauschen, n",cosmic noise,ruido cósmico,avaruuskohina,"bruit cosmique, m",rumore cosmico,宇宙雑音,우주 잡음,szum kosmiczny,ruído cósmico,kosmiskt brus,宇宙噪声
713-11-28,"man-made noise, <in radiocommunications>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-28,ضوضاء اصطناعية,"technický (průmyslový) šum, <v radiokomunikacích>","künstliches Geräusch, ntechnisch bedingtes Geräusch, n","man-made noise, <in radiocommunications>",ruido artificial,tekninen kohina,"bruit artificiel, <en radiocommunication> mparasite artificiel, <en radiocommunication> m",rumore prodotto artificialrnente,人工雑音,인공 잡음,szum wywołany przez urządzenia,ruído artificial,artificiell störning,"人为噪声, <无线电通信>"
713-11-29,"disturbance suppression, <radio frequency>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-29,"أخماد الاضطراب, <فى تردد الراديو>","potlačení rušení, <rádiový kmitočet>","Funkentstörung, f","disturbance suppression, <radio frequency>",supresión de perturbaciones,häiriölähetteen torjunta,"antiparasitage, <perturbation radioélectrique> m",soppressione del disturbo,"妨害波抑圧, <無線周波数>","교란 억압, <무선주파수>","tłumienie zakłócenia, <częstotliwości radiowej> n",antiparasitagem,avstörning,"骚扰抑制, <无线电频率>"
713-11-30,interference suppression,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-30,اخماد التداخل,odrušování,"Störungsunterdrückung, fBeeinflussungsunterdrückung, f",interference suppression,supresión de interferencias,vastaanoton häiriötorjunta,"antibrouillage, m",soppressione della interferenza,干渉抑圧,간섭 억압,tłumienie interferencji,anti-interferência,interferensundertryckning,干扰抑制
713-11-31,cross polarization canceller,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-31,ملغي الاستقطاب المتقاطع,potlačovač křížové polarizace,"Kreuzpolarisationsunterdrücker, m",cross polarization canceller,cancelador de polarización cruzada,ristipolarisaatiohäiriön kumoin,"annuleur de transpolarisation, m",cancellatore (di segnale) in polarizzazione incrociata,公差偏波キャンセラ,교차 편파 상쇄기,układ wygaszania polaryzacji skrośnej,anulador de transpolarização,,交叉极化抵消器
713-11-32,suppressor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-11-32,مخمد،خامد,odrušovačodrušovací člen,"Entstörbauelement, n",suppressorsuppression component,dispositivo antiparasitario,häiriönvaimennin,"dispositif d'antiparasitage, m",soppressore dispositivo soppressore,サプレッサ抑圧器,억압기억압 성분,tłumik zakłóceń tłumik,dispositivo de antiparasitagemsupressor,avstörningsdon,抑制器
713-12-01,data under voice (transmission),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-01,بيانات تحت ترددات حيز الصوت (إرسال),"data pod hlasem, <přenos>překrytý přenos dat (pod hlasem)DUV","Daten-unter-Ton-Übertragung, f",data under voice (transmission)DUV  (abbreviation),"(transmisión de) datos infravocalesdatos infravocales, (transmisión de)DUV (abreviatura)",puheensiirtokaistan alapuolinen datasiirto,"(transmission de) données infravocales, f plDUV (abréviation) f",(trasmissione di) dati al di sotto della banda vocale DUV (acronimo),"下部帯域データ伝送下部帯域データ, DUV（略語）",음성 하역 데이터 전송디유브이,transmisja danych poniżej kanałów transmisyjnych,(transmissão de) dados infravocais,,话下数据传输DUV
713-12-02,data above voice (transmission),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-02,بيانات أعلى من ترددات حيز الصوت (إرسال),"data nad hlasem, <přenos>překrytý přenos dat (nad hlasem)DAV","Daten-über-Ton-Übertragung, f",data above voice (transmission)DAV (abbreviation),"(transmisión de) datos supravocalesdatos supravocales, (transmisión de)DAV (abreviatura)",puheensiirtokaistan yläpuolinen datasiirto,"(transmission de) données supravocales, f plDAV (abréviation) f",DAV (acronimo)(trasmissione di) dati aI di sopra della banda vocale,"上部帯域データ伝送上部帯域データ, DAV（略語）",음성 상역 데이터 전송디에이브이,transmisja danych powyżej kanałów transmisyjnych,(transmissão de) dados supravocais,,话上数据传输DAV
713-12-03,digital radio concentrator (system),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-03,(نظام) ممركز رقمي راديوي,digitální rádiový koncentrátor (systém),"digitales Funkkonzentratornetz, n",digital radio concentrator (system),(sistema) concentrador de radiocomunicaciones digitales,digitaalinen radiokeskitin,"concentrateur en radiocommunications numériques, m",(sistema) concentratore radio digitale (sistema) concentratore radio digitale,ディジタル無線集線装置,디지털 전파 집신기 시스템,koncentrator w systemie radiofonii cyfrowej,concentrador em radiocomunicações digitais,,数字无线电集中器系统
713-12-04,ALOHA system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-04,نظام (ألوها),systém ALOHA,"ALOHA-Netz, n",ALOHA system,sistema ALOHA,ALOHA-järjestelmä,"système ALOHA, m",sistema ALOHA,ALOHA方式,알로하 시스템,system ALOHA,sistema ALOHA,ALOHA-system,ALOHA系统
713-12-05,slotted ALOHA system,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-05,نظام (ألوها) ذو الفواصل الزمنية,úsekovaný systém ALOHA,"ALOHA-Netz mit Zeitschlitzen, n",slotted ALOHA system,sistema ALOHA ranurado,aikajaettu ALOHA-järjestelmä,"système ALOHA crénelé, m",sistema ALOHA con preassegnazione,スロット付ALOHA方式,슬롯 알로하 시스템,system szczelinowy ALOHA,sistema ALOHA ranhurado,tidsdelat ALOHA-system,时隙ALOHA系统
713-12-06,very small aperture terminal,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=713-12-06,محطة طرفية  ذات فتحة صغيرة جداً,terminál s velmi malou aperturouVSAT,"Mikrofunkstelle, f",very small aperture terminalVSAT  (abbreviation),estación terrestre de muy pequeña aperturaVSAT (abreviatura),pienmaa-asema,"microstation (terrienne), f",micro-stazione (di terra) VSAT (acronimo),"超小型地球局VSAT, （略語）",초소형지구국브이셋,stacja naziemna z bardzo małą anteną  VSAT (akronim),terminal de muito pequena aberturaVSAT (abreviatura),,甚小口径终端VSAT
