term_id,term,term_url,ar,cs,de,en,es,fi,fr,it,ja,ko,pl,pt,zh
351-56-18,indicating element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-18,عنصر بيان,indikační prvek,"Anzeigeglied, n",indicating element,"elemento de indicación, m",osoitinelementti,"élément indicateur, m",elemento indicatore,指示器,지시기표시기,element wskazujący,elemento indicador,指示元件
351-56-19,output element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-19,عنصر خرج,výstupní prvek,"Ausgabeglied, n",output element,"elemento de salida, m",lähtöelementti,"élément de sortie, m",elemento di uscita,出力器,출력 요소,element wyjściowy,elemento de saída,输出元件
351-56-20,decoupled output,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-20,خرج غير متقارن,oddělený výstup,"entkoppelter Ausgang, m",decoupled output,"salida desacoplada, f",erotettu lähtö,"sortie découplée, f",uscita disaccoppiata,分離出力,분리출력,wyjście odsprzężone,saída desacoplada,解耦输出
351-56-21,"conditions of operation, pl",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-21,شروط تشغيل,provozní podmínky,"Betriebsbedingungen, f, pl","conditions of operation, pl","condiciones de funcionamiento, f",toimintaolosuhteet,"conditions d'exploitation, f pl",condizioni operative,操作条件,"작동 조건들, 복수운전 조건들, 복수",warunki pracy,condições de operação,运行条件
351-56-22,active fault in control equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-22,عطل فعال فى معدة تحكم,aktivní závada,"aktiver Fehler in einer Leiteinrichtung, maktiver Fehler, m",active fault in control equipmentactive fault,"fallo activo en un equipo de control, mfallo activo, m",aktiivinen vika,"panne active dans un équipement de commande, fpanne active, f",guasto attivo in apparecchio di controllo,制御機器における能動的故障,제어 장비의 능동적 고장능동적 고장,defekt aktywny w urządzeniach układu sterowaniadefekt aktywny,falha activa (num sistema de comando),控制设备的主动故障主动故障
351-56-23,passive fault in control equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-23,عطل خامل فى معدة تحكم,pasivní závada,"passiver Fehler in einer Leiteinrichtung, mpassiver Fehler, m",passive fault in control equipmentpassive fault,"fallo pasivo en un equipo de control, mfallo pasivo, m",passiivinen vika,"panne passive dans un équipement de commande, fpanne passive, f",guasto passivo in apparecchio di controllo,制御機器における受動的故障,제어 장비의 수동적 고장수동적 고장,defekt pasywny w urządzeniach układu sterowaniadefekt pasywny,falha passiva (num sistema de comando),控制设备的被动故障被动故障
351-56-24,control equipment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-24,معدة تحكم,řídicí zařízení,"Leiteinrichtung, f",control equipment,"equipo de control, m",ohjauslaitteisto,"équipement de commande, m",apparecchio di controllo,制御機器,제어 장비,wyposażenie układu sterowania,equipamento de controlo,控制设备
351-56-25,programmable controller,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-25,جهاز تحكم مبرمج,programovatelná řídicí jednotka,"programmierbarer Regler, m",programmable controller,"autómata programable, mcontrolador lógico programable, m",ohjelmoitava ohjauslaite,"régulateur programmable, m",controllore programmabile,プログラマブルコントローラ,프로그래머용 제어기,sterownik programowalnyregulator programowalny,controlador programável,可编程控制器
351-56-26,sensing element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-26,عنصر حساس,senzorsnímač,"Messgrößenaufnehmer, mAufnehmer, m",sensing element,"elemento sensor, m",tuntoelin,"capteur, m",elemento sensibilesensore,検出器,감지요소감지소자,czujnik,sensor,敏感元件
351-56-27,transducing element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-27,عنصر تحويل,převáděcí prvek,"Umformglied, n",transducing element,"elemento transductor, m",muuntoelementti,"élément transducteur, m",elemento trasduttore,"変換器, <関連エントリー: 351-56-35>",변환기,element przetwarzający,elemento transdutor,传感元件
351-56-28,measuring transducer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-28,جهاز تحويل للقياس,měřicí převodník,"Messumformer, m",measuring transducer,"transductor de medida, m",mittamuunnin,"transducteur de mesurage, m",trasduttore di misura,測定信号変換器,측정용 변환기,przetwornik pomiarowy,transdutor de medição,测量传感器
351-56-29,measuring transmitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-29,جهاز ناقل للقياس,měřicí měnič,"Einheitsmessumformer, m",measuring transmitter,"transmisor de medida, m",mittauslähetin,"transmetteur de mesurage, m",trasmettitore di misura,測定信号伝送器,측정용 전송기,przetwornik pomiarowy standaryzujący,transmissor de medição,测量变送器
351-56-30,transformer,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-30,محول,transformátor,"Wandler, m",transformer,"transformador, m",muuntaja,"transformateur de commande, mtransformateur, m",trasformatore,変圧器,변압기,transformator,transformador (controlo),变换器
351-56-31,barrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-31,محول عزل,oddělovací člen,"Barriere, f",barrier,"transformador de aislamiento, m",estolaite,"transformateur d'isolement, m",trasformatore di isolamento,バリア,장벽방호벽,transformator ograniczający,barreira,隔离栅
351-56-32,amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-32,مكبر,zesilovač,"Verstärker, m",amplifier,"amplificador, m",vahvistin,"amplificateur, m",amplificatore,増幅器,증폭기,wzmacniacz,amplificador,放大器
351-56-33,operational amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-33,مكبر تشغيلى,operační zesilovač,"Operationsverstärker, m",operational amplifier,"amplificador operacional, m",operaatiovahvistin,"amplificateur opérationnel, m",amplificatore operazionale,演算増幅器,연산 증폭기,wzmacniacz operacyjny,amplificador operacional,运算放大器
351-56-34,magnetic amplifier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-34,مكبر مغناطيسى,magnetický zesilovač,"Magnetverstärker, m",magnetic amplifier,"amplificador magnético, m",magneettinen vahvistin,"amplificateur magnétique, m",amplificatore magnetico,磁気増幅器,자기 증폭기,wzmacniacz magnetyczny,amplificador magnético,磁放大器
351-56-35,converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-35,مغير معلومات,konvertorpřevodník,"Umsetzer, m",converter,"convertidor, m",muunnin,"convertisseur, m",convertitore,"変換器, <関連エントリー: 351-56-27>",변환기컨버터,przetwornikkonwerter,conversor,转换器
351-56-36,analog-to-digital converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-36,مغير إشارة تناظرية إلى رقمية,analogově-digitální převodník,"Analog-digital-Umsetzer, mA/D-Umsetzer, m",analog-to-digital converter,"convertidor analógico-digital, m",analogia-digitaalimuunnin,"convertisseur analogique-numérique, m",convertitore analogico-digitale,アナログディジタル変換器,아날로그 디지털 변환기,przetwornik analogowo-cyfrowy,conversor analógico-digital,模-数转换器
351-56-37,digital-to-analog converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-37,مغير إشارة رقمية إلى تناظرية,digitálně-analogový převodník,"Digital-analog-Umsetzer, mD/A-Umsetzer, m",digital-to-analog converter,"convertidor digital-analógico, m",digitaali-analogiamuunnin,"convertisseur numérique-analogique, m",convertitore digitale-analogico,ディジタルアナログ変換器,디지털 아날로그 변환기,przetwornik cyfrowo-analogowy,conversor digital-analógico,数-模转换器
351-56-38,serial-to-parallel converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-38,مغير بيانات متتالية إلى متوازية,sériově-paralelní převodník,"Seriell-parallel-Umsetzer, m",serial-to-parallel converter,"convertidor serie-paralelo, m",sarja-rinnakkaismuunnin,"convertisseur série-parallèle, m",convertitore serie-parallelo,直列並列変換器,직렬 병렬 변환기,konwerter szeregowo-równoległy,conversor série-paralelo,串-并转换器
351-56-39,parallel-to-serial converter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-56-39,مغير بيانات متوازية إلى متتالية,paralelně-sériový převodník,"Parallel-seriell-Umsetzer, m",parallel-to-serial converter,"convertidor paralelo-serie, m",rinnakkais-sarjamuunnin,"convertisseur parallèle-série, m",convertitore parallelo-serie,並列直列変換器,병렬 직렬 변환기,konwerter równoległo-szeregowy,conversor paralelo-série,并-串转换器
351-57-01,hazard,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-01,خطر,nebezpečí,"Gefährdung, f",hazard,"peligro, m",vaara,"phénomène dangereux, m",rischio potenziale,ハザード,위험성,zagrożenie,perigo,危险
351-57-02,harm,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-02,ضرر,poškození,"Schaden, m",harm,"daño, m",vahinko,"dommage, m",danno,危害,위해,szkoda,dano,伤害
351-57-03,risk,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-03,مخاطرة,riziko,"Risiko, n",risk,"riesgo, m",riski,"risque, m",rischio,リスク,위험도,ryzyko,risco,风险
351-57-04,tolerable risk,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-04,مخاطرة مسموح بها,tolerovatelné riziko,"vertretbares Risiko, n",tolerable risk,"riesgo tolerable, m",siedettävä riski,"risque tolérable, m",rischio tollerabile,許容可能なリスク,허용가능 위험도,ryzyko tolerowalneryzyko dopuszczalne,risco tolerável,可容许风险
351-57-05,safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-05,أمان,bezpečnost,"Sicherheit, f",safety,"seguridad para el entorno de las unidades, fseguridad, f",turvallisuus,"sécurité, f","sicurezza,",安全,안전,bezpieczeństwoniezawodność,segurança,"安全, <相关条目:351-57-07>"
351-57-06,functional safety,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-06,أمان وظيفى,funkční bezpečnost,"funktionale Sicherheit, f",functional safety,"seguridad funcional, f",toiminnallinen turvallisuus,"sécurité fonctionnelle, f",sicurezza funzionale,機能安全,기능안전,bezpieczeństwo funkcjonalne,segurança funcional,功能安全
351-57-07,security,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=351-57-07,تأمين,ochrana,"Schutz, m",security,"seguridad de las unidades frente al entorno, fseguridad, f",turva,"sûreté, f","sicurezza,",セキュリティ,보안,zabezpieczenieochrona,segurança,"安全, <相关条目:351-57-05>"
